Estado,ACTION[$],ACTION['!='],ACTION['%'],ACTION['&'],ACTION['('],ACTION[')'],ACTION['*'],ACTION['**'],ACTION['+'],ACTION[','],ACTION['-'],ACTION['/'],ACTION[':'],ACTION[';'],ACTION['<'],ACTION['<='],ACTION['='],ACTION['=='],ACTION['>'],ACTION['>='],ACTION['EOF'],ACTION['False'],ACTION['IDENTIFIER'],ACTION['NUMBER'],ACTION['STRING'],ACTION['True'],ACTION['['],ACTION[']'],ACTION['and'],ACTION['break'],ACTION['continue'],ACTION['def'],ACTION['do'],ACTION['else'],ACTION['for'],ACTION['if'],ACTION['in'],ACTION['not'],ACTION['or'],ACTION['range'],ACTION['return'],ACTION['while'],ACTION['{'],ACTION['|'],ACTION['}'],GOTO[<add_op>],GOTO[<additiveExpr>],GOTO[<additive_tail>],GOTO[<argList>],GOTO[<arg_list_tail>],GOTO[<assignmentExpr>],GOTO[<assignment_tail>],GOTO[<bitwiseAndExpr>],GOTO[<bitwiseOrExpr>],GOTO[<bitwise_and_tail>],GOTO[<bitwise_or_tail>],GOTO[<block>],GOTO[<brace_block>],GOTO[<breakStatement>],GOTO[<comparisonExpr>],GOTO[<comparison_op>],GOTO[<comparison_tail>],GOTO[<continueStatement>],GOTO[<defStatement>],GOTO[<doWhileStatement>],GOTO[<expr_list_tail>],GOTO[<expression>],GOTO[<expressionList>],GOTO[<expressionStatement>],GOTO[<forStatement>],GOTO[<ifStatement>],GOTO[<logicalAndExpr>],GOTO[<logicalNotExpr>],GOTO[<logicalOrExpr>],GOTO[<logical_and_tail>],GOTO[<logical_or_tail>],GOTO[<mul_op>],GOTO[<multiplicativeExpr>],GOTO[<multiplicative_tail>],GOTO[<optional_args>],GOTO[<optional_else>],GOTO[<optional_expr_list>],GOTO[<optional_params>],GOTO[<paramList>],GOTO[<param_list_tail>],GOTO[<postfix>],GOTO[<postfixExpr>],GOTO[<postfix_list>],GOTO[<powerExpr>],GOTO[<power_tail>],GOTO[<primary>],GOTO[<program>],GOTO[<range_args>],GOTO[<range_args_tail2>],GOTO[<range_args_tail>],GOTO[<returnStatement>],GOTO[<return_body>],GOTO[<statement>],GOTO[<statement_list>],GOTO[<unaryExpr>],GOTO[<whileStatement>]
77,,,,,,r51,,,,r51,,,r51,r51,,,r51,,,,,,,,,,,r51,r51,,,,,,,,,,r51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,,,36,22,,,,,,43,,,,,,,,,,,,117,23,,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
79,,,,,,r43,,,,r43,,,r43,r43,,,r43,,,,,,,,,,,r43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,s118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,r71,,r71,,r71,,,r71,r71,r71,,r71,r71,r71,r71,r71,r71,r71,r71,,,,,,,,r71,r71,,,,,,,,,,r71,,,,,r71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,r76,,,,,,r76,,,,,,,,,,,r76,r76,r76,r76,r76,r76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,119,,2,,,,,,,,,20,
84,,,,,r74,,,,,,r74,,,,,,,,,,,r74,r74,r74,r74,r74,r74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,r75,,,,,,r75,,,,,,,,,,,r75,r75,r75,r75,r75,r75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,r63,,,,,,r63,,,,,,,,,,,r63,r63,r63,r63,r63,r63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,,,,,,,,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
88,,,,,r65,,,,,,r65,,,,,,,,,,,r65,r65,r65,r65,r65,r65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,r60,,,,,,r60,,,,,,,,,,,r60,r60,r60,r60,r60,r60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,r64,,,,,,r64,,,,,,,,,,,r64,r64,r64,r64,r64,r64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,r57,,r57,,,,r57,,,r57,r57,,,r57,,,,,,,,,,,r57,r57,,,,,,,,,,r57,,,,,r57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,r61,,,,,,r61,,,,,,,,,,,r61,r61,r61,r61,r61,r61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,r62,,,,,,r62,,,,,,,,,,,r62,r62,r62,r62,r62,r62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,r54,,,,r54,,,r54,r54,,,r54,,,,,,,,,,,r54,r54,,,,,,,,,,r54,,,,,r54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,121,,,,,,,,,,,,,,,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
96,,,,,,r87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,r100,,,,s123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,s124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,s125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,r83,r83,r83,,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,r83,,,,,,,,r83,r83,,,,,,,,,,r83,,,,,r83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,r68,,r68,,r68,,,s53,r68,s52,,r68,r68,r68,r68,r68,r68,r68,r68,,,,,,,,r68,r68,,,,,,,,,,r68,,,,,r68,,50,,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,r29,,,,,,,,,,,,,,,,,s128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,127,,,,,,,,,,,,,,,,,
103,,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,r95,,,,,,,r95,r95,r95,,,,,,,,,,r95,,,,,r95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,r101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,130,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,r35,,,,,,r35,,,,,,,,,,r35,r35,r35,r35,r35,r35,r35,,,r35,r35,r35,r35,,r35,r35,,r35,,,r35,r35,,,r35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,r78,r78,r78,,r78,r78,,r78,r78,r78,r78,r78,r78,r78,r78,r78,r78,r78,r78,,,,,,,,r78,r78,,,,,,,,,,r78,,,,,r78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,s26,,,,,,s3,,,,,,,,,,r3,s5,s25,s40,s27,s18,s11,,,s33,s9,s10,s21,,s14,s39,,s13,,,s19,s28,,,r3,,42,,,,6,,36,22,,,,,12,43,,,31,8,15,,30,,35,16,32,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,29,,17,132,20,7
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,r48,,,,r48,,,r48,r48,,,r48,,,,,,,,,,,r48,s68,,,,,,,,,,r48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,r41,,,,r41,,,r41,r41,,,,,,,,,,,,,,r41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,r94,,,,,,,r94,r94,r94,,,,,,,,,,r94,,,,,r94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s135,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,r53,,,,r53,,,r53,r53,,,r53,,,,,,,,,,,r53,r53,,,,,,,,,,r53,,,,,s76,,,,,,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,r45,,,,r45,,,r45,r45,,,r45,,,,,,,,,,,r45,,,,,,,,,,,s78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s135,,,,,,,,,,,,,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,r73,s82,r73,,r73,s84,,r73,r73,r73,s85,r73,r73,r73,r73,r73,r73,r73,r73,,,,,,,,r73,r73,,,,,,,,,,r73,,,,,r73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,140,,,,,,,,,,,,,,,,,,,,,,
120,,s92,,r59,,r59,,,,r59,,,r59,r59,s93,s90,r59,s89,s86,s88,,,,,,,,r59,r59,,,,,,,,,,r59,,,,,r59,,,,,,,,,,,,,,,,,87,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,s95,,r56,,,,r56,,,r56,r56,,,r56,,,,,,,,,,,r56,r56,,,,,,,,,,r56,,,,,r56,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,r98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,143,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
124,,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,r86,,,,,,,r86,r86,r86,,,,,,,,,,r86,,,,,r86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,r85,,,,,,,r85,r85,r85,,,,,,,,,,r85,,,,,r85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,r67,,r67,,r67,,,,r67,,,r67,r67,r67,r67,r67,r67,r67,r67,,,,,,,,r67,r67,,,,,,,,,,r67,,,,,r67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,r28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,r32,,,,s145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,
129,,,,,,s146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,s105,,,,,,,,,,,,,,,,,,r103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,,,s148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,150,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
134,,,,,,r47,,,,r47,,,r47,r47,,,r47,,,,,,,,,,,r47,,,,,,,,,,,r47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,,,,s26,,,,,,s3,,,,,,,,,,r3,s5,s25,s40,s27,s18,s11,,,s33,s9,s10,s21,,s14,s39,,s13,,,s19,s28,,,r3,,42,,,,6,,36,22,,,,,12,43,,,31,8,15,,30,,35,16,32,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,29,,17,151,20,7
136,,,,,r17,,,,,,r17,,,,,,,,,,r17,r17,r17,r17,r17,r17,r17,,,r17,r17,r17,r17,,r17,r17,,r17,,,r17,r17,,,r17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,,,,,r52,,,,r52,,,r52,r52,,,r52,,,,,,,,,,,r52,r52,,,,,,,,,,r52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,,,,,r44,,,,r44,,,r44,r44,,,r44,,,,,,,,,,,r44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,,,,r16,,,,,,r16,,,,,,,,,,r16,r16,r16,r16,r16,r16,r16,,,r16,r16,r16,r16,s152,r16,r16,,r16,,,r16,r16,,,r16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,
140,,r72,,r72,,r72,,,r72,r72,r72,,r72,r72,r72,r72,r72,r72,r72,r72,,,,,,,,r72,r72,,,,,,,,,,r72,,,,,r72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,,r58,,r58,,,,r58,,,r58,r58,,,r58,,,,,,,,,,,r58,r58,,,,,,,,,,r58,,,,,r58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,,,,,r55,,,,r55,,,r55,r55,,,r55,,,,,,,,,,,r55,r55,,,,,,,,,,r55,,,,,r55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,,,,,r100,,,,s123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,,,,,r30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,,,,,,,,,,,,,,,,,,,,,,s155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,s156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,,,,,,,,,,,,,,,,,,,,,,,,,,,r102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,158,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,157,,,,,,,20,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,,,,,,,,,,,,,s159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,,,,,,,,,,,,s161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,,,,r14,,,,,,r14,,,,,,,,,,r14,r14,r14,r14,r14,r14,r14,,,r14,r14,r14,r14,,r14,r14,,r14,,,r14,r14,,,r14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,,,,,r99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,r32,,,,s145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s135,,,,,,,,,,,,,,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,s164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,r21,,,,s166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165,,,,,,
159,,,,,r24,,,,,,r24,,,,,,,,,,r24,r24,r24,r24,r24,r24,r24,,,r24,r24,r24,r24,,r24,r24,,r24,,,r24,r24,,,r24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,r38,,,,,,r38,,,,,,,,,,r38,r38,r38,r38,r38,r38,r38,,,r38,r38,r38,r38,r38,r38,r38,,r38,,,r38,r38,,,r38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s135,,,,,,,,,,,,,,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,r31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,r27,,,,,,r27,,,,,,,,,,r27,r27,r27,r27,r27,r27,r27,,,r27,r27,r27,r27,,r27,r27,,r27,,,r27,r27,,,r27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,s168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,r19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,169,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
167,,,,,r15,,,,,,r15,,,,,,,,,,r15,r15,r15,r15,r15,r15,r15,,,r15,r15,r15,r15,,r15,r15,,r15,,,r15,r15,,,r15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s135,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,r23,,,,s171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,,,,,,
170,,,,,r18,,,,,,r18,,,,,,,,,,r18,r18,r18,r18,r18,r18,r18,,,r18,r18,r18,r18,,r18,r18,,r18,,,r18,r18,,,r18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,,,,,s26,,,,,,s3,,,,,,,,,,,s5,s25,s40,s27,s18,s11,,,,,,,,,,,s13,,,,,,,,,42,,,,6,,36,22,,,,,,43,,,,,,,173,,,,,38,23,24,,,,4,,,,,,,,,34,,41,,2,,,,,,,,,20,
172,,,,,,r20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,,,,,r22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
